Age,KM,Weight,HP,MetColor,CC,Doors,Price
66,52383,1015,86,0,1300,3,9250
61,52112,1035,110,1,1600,4,8900
58,51712,1050,110,0,1600,3,8750
58,51421,1105,110,0,1600,5,10950
61,51235,1000,86,1,1300,4,8950
65,51000,1015,86,1,1300,3,8950
61,50925,1070,110,1,1600,5,8895
66,50806,1320,86,0,1300,3,9390
59,50469,1070,110,1,1600,5,8750
61,50173,1075,110,1,1600,5,9750
62,50000,1075,110,1,1600,5,9950
65,49942,1065,110,0,1600,3,10950
67,49585,1085,110,0,1600,5,9900
62,49258,1035,110,1,1600,4,9500
61,49000,1050,110,0,1600,3,9950
63,48738,1055,110,0,1600,5,9950
62,47750,1040,86,1,1300,5,10500
63,47612,1015,86,0,1300,3,9950
68,47500,1035,86,1,1300,5,10495
66,47237,1050,110,0,1600,3,9500
58,47171,1015,86,1,1300,3,8500
60,47060,1035,110,0,1600,4,10450
65,47014,1015,86,1,1300,3,8950
59,46929,1025,86,1,1300,3,9900
63,46000,1035,86,0,1300,5,8900
65,45681,1050,110,0,1600,3,8745
65,45549,1015,86,1,1300,3,8750
57,45000,1050,110,1,1600,5,10750
57,45000,1050,110,1,1600,3,9750
65,45000,1075,110,0,1600,5,8850
66,45000,1035,86,1,1300,5,7950
63,45000,1035,110,1,1600,4,9450
61,45000,1085,107,0,1600,3,9950
63,44944,1035,110,1,1600,4,8250
61,44597,1015,86,0,1300,3,9950
68,44458,1015,86,0,1300,3,9995
59,43818,1070,110,0,1600,5,9950
60,43426,1070,110,1,1600,5,10495
58,43000,1114,110,1,1600,4,7950
68,43000,1035,110,1,1600,5,8950
57,43000,1075,110,0,1600,5,9695
64,43000,1015,86,0,1300,3,7750
68,42750,1050,110,1,1600,3,9950
67,42102,1075,110,1,1600,5,9950
63,41586,1114,110,1,1600,5,9950
64,41200,1070,110,0,1600,5,9900
57,40214,1025,86,0,1300,3,10950
60,40000,1000,86,1,1300,4,8950
66,39222,1045,86,1,1300,3,8950
66,39144,1050,110,1,1600,3,8250
62,39000,1075,110,1,1600,5,10250
61,38019,1070,110,1,1600,5,8750
68,37759,1070,110,1,1600,5,9750
61,37500,1085,110,0,1600,5,10950
60,37111,1050,110,1,1600,3,10950
62,37000,1015,86,0,1300,3,9750
59,36954,1050,110,1,1600,3,8900
60,36943,1070,110,0,1600,5,9500
63,36923,1050,86,0,1300,5,9950
66,36658,1050,110,0,1600,3,9950
65,36000,1015,86,1,1300,3,8250
65,36000,1065,110,1,1600,3,10450
62,35512,1065,110,1,1600,3,10950
65,35283,1015,86,1,1300,3,9250
68,35000,1050,110,1,1600,3,8900
57,35000,1045,86,1,1300,5,10900
64,34114,1050,110,0,1600,3,9750
58,34000,1075,110,0,1600,5,11950
68,33847,1000,86,1,1300,4,7900
57,33535,1035,110,0,1600,4,10900
65,33000,1050,110,0,1600,3,10450
59,32150,1085,110,1,1600,5,10950
65,31588,1015,86,1,1300,3,9950
60,31480,1065,110,1,1600,3,10750
57,31307,1070,110,1,1600,5,9900
68,31000,1035,110,1,1600,4,10750
58,30634,1075,110,1,1600,5,10450
68,30300,1000,86,1,1300,4,9450
60,28500,1045,86,1,1300,3,10750
60,28500,1075,110,0,1600,5,10950
57,28000,1015,86,0,1300,3,10000
68,26698,1055,110,0,1600,3,10500
62,26000,1085,107,0,1600,3,12500
62,25505,1035,86,1,1300,5,8950
58,25000,1075,110,1,1600,5,10500
66,22835,1050,110,1,1600,3,9245
59,22705,1075,110,1,1600,5,10950
63,22178,1015,86,1,1300,3,9500
62,17345,1050,110,1,1600,3,10900
67,15535,1030,86,1,1300,4,10950
66,15110,1035,86,0,1300,5,9450
73,232940,1172,72,0,2000,5,5900
79,218118,1150,72,0,2000,5,6950
78,217764,1135,72,1,2000,5,6000
79,207114,1114,110,1,1600,5,5250
74,203254,1135,72,1,2000,3,4400
77,200732,1100,72,1,2000,4,6750
69,197501,1135,72,0,2000,5,8500
80,194765,1120,72,0,2000,3,6150
76,191620,1150,72,0,2000,5,6950
76,183277,1115,72,0,2000,3,5750
78,180378,1100,72,1,2000,4,8750
70,178800,1115,72,0,2000,3,6500
73,176177,1075,110,1,1600,5,5950
78,176000,1035,86,0,1300,5,6500
77,172980,1135,72,1,2000,5,10500
77,170000,1100,72,0,2000,4,8500
71,164000,1050,110,1,1600,3,7950
78,161775,1015,86,1,1300,3,5800
80,160000,1015,86,0,1300,3,6750
78,159968,1115,72,0,2000,3,6950
74,159908,1050,110,0,1600,3,5740
73,158492,1015,86,0,1300,3,6550
69,156204,1115,72,1,2000,3,8950
73,156169,1035,86,1,1300,5,6750
78,155210,1050,110,0,1600,3,7950
69,155000,1115,72,0,2000,3,7950
76,154900,1140,72,1,2000,5,7450
70,151300,1150,72,1,2000,5,7750
71,151000,1094,110,1,1600,5,6450
75,150000,1135,72,1,2000,3,7900
69,146304,1115,72,1,2000,3,6900
75,146197,1015,86,0,1300,3,5600
77,145996,1035,110,0,1600,4,5950
80,143560,1045,86,1,1300,3,6950
71,139145,1115,73,0,2000,2,7950
79,138500,1050,86,0,1300,5,8950
74,137741,1135,90,1,2000,5,7950
80,137178,1135,90,1,2000,5,9500
76,134889,1115,72,1,2000,3,8600
71,134660,1135,72,0,2000,5,5950
73,134539,1070,110,0,1600,5,7750
79,131500,1140,72,0,2000,5,7950
77,131307,1050,110,1,1600,3,6950
74,130025,1050,110,1,1600,3,7250
78,130000,1015,86,0,1300,5,6500
77,128960,1070,110,1,1600,5,7250
80,128351,1070,110,1,1600,5,9250
73,128006,1050,110,1,1600,3,8250
71,127159,1115,72,1,2000,3,7250
72,126478,1035,110,1,1600,4,5250
77,126000,1050,110,1,1600,5,7900
76,125778,1050,110,0,1600,3,6900
75,125400,1050,110,0,1600,3,7900
74,124910,1135,72,0,2000,5,7250
70,124743,1050,110,1,1600,3,8450
76,124591,1075,110,1,1600,5,7950
74,124057,1050,110,1,1600,3,7950
72,123403,1050,110,1,1600,3,6450
75,123104,1070,110,1,1600,5,6650
74,123077,1015,86,1,1300,3,7950
80,122820,1040,86,0,1300,5,7250
77,122290,1050,110,0,1600,3,7450
74,121900,1035,110,1,1600,4,7950
77,121545,1070,110,1,1600,5,7250
71,120474,1115,72,1,2000,3,8250
76,120263,1135,72,1,2000,5,8950
74,120196,1050,110,1,1600,3,7750
71,120000,1085,110,0,1600,5,8500
78,120000,1075,110,0,1600,5,7750
73,115877,1035,110,0,1600,4,5750
76,115345,1070,110,1,1600,5,6900
71,115157,1050,110,1,1600,3,6500
78,115000,1100,107,1,1600,5,6500
77,114258,1050,86,1,1300,5,7600
73,112963,1135,72,1,2000,5,8950
74,112307,1070,110,1,1600,5,7450
72,112000,1015,86,1,1300,3,7350
73,111602,1015,86,1,1300,3,7750
80,111392,1083,110,0,1598,3,7460
76,110901,1085,110,1,1600,5,9250
80,110887,1055,110,1,1600,3,7250
72,110634,1015,86,1,1300,3,6500
80,110000,1035,110,1,1600,4,6800
75,109540,1085,110,0,1600,5,8700
78,109263,1070,110,0,1600,5,7500
71,107516,1050,110,1,1600,3,7750
73,107108,1050,110,1,1600,3,7950
75,107000,1050,110,1,1600,3,9950
74,106250,1070,110,0,1600,5,6640
71,106150,1015,86,0,1300,3,8750
72,106108,1050,110,1,1600,3,7750
72,105856,1015,86,0,1300,3,5950
77,105152,1015,86,0,1300,3,6750
80,105135,1050,110,1,1600,3,6500
76,104344,1050,110,1,1600,3,8750
74,104150,1050,110,1,1600,3,7950
74,104000,1010,86,1,1300,3,6750
73,103121,1035,86,1,1300,5,7950
80,102300,1015,86,1,1300,3,7950
75,102005,1105,107,1,1600,5,8950
77,102000,1015,86,1,1300,3,7750
75,101855,1070,110,1,1600,5,6450
74,101773,1050,110,0,1600,3,6900
75,101159,1085,110,1,1600,5,8450
74,101000,1015,86,0,1300,3,6750
74,100732,1030,86,1,1300,4,8050
79,100719,1070,110,0,1600,5,9500
78,100487,1035,110,0,1600,4,7750
80,100458,1085,110,0,1600,5,8500
75,100192,1050,110,1,1600,3,7795
80,100123,1050,110,1,1600,3,6490
73,99971,1050,110,1,1600,3,7950
79,99397,1035,86,0,1300,5,6425
69,99374,1035,86,1,1300,5,8950
72,99245,1114,110,1,1600,5,6950
79,98742,1085,110,0,1600,5,8750
71,98154,1050,110,1,1600,3,8450
77,98000,1065,110,1,1600,5,7950
80,97548,1035,86,0,1300,5,7950
78,97534,1070,110,1,1600,5,8900
73,97494,1085,110,1,1600,5,8950
73,97085,1085,110,1,1600,5,8900
69,97000,1035,110,0,1600,4,7950
74,96302,1015,86,1,1300,3,6495
78,96000,1015,86,1,1300,3,7250
74,96000,1085,110,1,1600,5,9250
78,95909,1070,110,1,1600,5,6650
79,95700,1085,110,0,1600,5,6990
78,95651,1070,110,1,1600,5,7750
79,95000,1035,86,1,1300,5,6950
80,94447,1050,110,0,1600,3,7250
80,94079,1085,110,1,1600,5,9950
80,93841,1070,110,0,1600,5,9250
79,93090,1035,86,1,1300,5,7200
72,93066,1075,110,1,1600,5,8250
79,93039,1050,110,1,1600,3,8950
77,93000,1075,110,1,1600,5,8250
80,92830,1015,86,1,1300,3,6250
80,92255,1105,107,0,1600,5,9900
80,92096,1035,86,1,1300,5,7300
72,91921,1020,86,1,1300,3,8950
70,91900,1015,86,1,1300,3,6500
78,91399,1070,110,1,1600,5,7950
75,91082,1050,110,1,1600,3,7450
71,90370,1035,86,1,1300,5,7950
78,90345,1035,86,1,1300,5,8500
77,90305,1015,86,1,1300,3,6950
78,90011,1045,86,0,1300,3,7950
77,90000,1015,86,1,1300,3,6750
70,89983,1055,110,0,1600,3,8450
78,89953,1114,110,0,1600,5,7500
74,89800,1115,72,1,2000,3,8750
79,89739,1035,86,1,1300,5,8750
76,89520,1050,110,1,1600,3,8950
75,89507,1015,86,0,1300,3,7450
69,89096,1085,110,1,1600,5,9200
74,88700,1050,110,1,1600,3,8950
72,88500,1075,110,1,1600,5,7850
73,88186,1115,72,1,2000,3,6950
75,88000,1050,110,1,1600,3,7200
78,87743,1055,110,0,1600,3,7450
75,87613,1015,86,0,1300,3,6750
73,87358,1050,110,1,1600,3,7500
72,87083,1035,110,0,1600,4,7450
70,87000,1035,110,1,1600,4,7950
78,87000,1035,110,1,1600,4,7250
73,87000,1015,86,1,1300,3,7950
80,87000,1015,86,1,1300,3,8250
72,86860,1075,110,0,1600,5,8250
80,86109,1055,110,1,1600,3,6750
79,86000,1040,86,1,1300,5,8750
80,86000,1050,110,0,1600,3,8950
70,85864,1135,72,1,2000,5,8500
80,85565,1070,110,0,1600,5,8250
70,85470,1080,107,0,1600,3,9450
73,85200,1050,110,1,1600,3,7950
70,85000,1055,110,1,1600,3,7900
73,84988,1050,110,1,1600,3,8500
79,84966,1070,110,0,1600,5,8250
76,84472,1070,110,1,1600,5,8250
73,84402,1035,110,1,1600,4,8950
74,84123,1050,110,0,1600,3,7950
80,84000,1075,110,0,1600,5,6950
78,84000,1065,110,1,1600,5,7250
77,84000,1085,110,1,1600,5,7750
75,83850,1055,110,1,1600,3,8700
80,83540,1070,110,1,1600,5,8950
76,83405,1070,110,1,1600,5,6750
71,83291,1070,110,1,1600,5,7500
69,83133,1015,86,0,1300,3,7950
71,83047,1045,86,1,1300,3,8950
71,82700,1050,110,0,1600,3,7950
78,82675,1015,86,0,1300,3,7450
78,82595,1015,86,1,1300,3,5950
75,82256,1050,110,1,1600,3,7750
77,82103,1015,86,1,1300,3,6950
80,82021,1035,86,1,1300,5,8750
71,82000,1075,110,1,1600,5,8950
79,81988,1070,110,1,1600,5,7495
76,81930,1070,110,0,1600,5,7750
70,81663,1050,110,0,1600,3,6950
77,80486,1070,110,1,1600,5,7990
78,80000,1065,110,1,1600,4,7250
69,79000,1015,86,0,1300,3,6900
74,78894,1070,110,0,1600,5,7750
78,78689,1035,110,0,1600,4,7250
77,78435,1015,86,0,1300,3,8950
71,78260,1050,110,0,1600,3,8500
72,78120,1075,110,1,1600,5,7950
77,77000,1015,86,0,1300,3,6950
78,77000,1050,110,0,1600,3,8000
75,76382,1055,110,1,1600,3,7950
76,76268,1015,86,1,1300,3,8500
73,76151,1015,86,1,1300,3,7490
80,76000,1050,110,0,1600,3,8250
71,76000,1070,110,1,1600,5,9250
72,75840,1035,86,0,1300,5,7950
77,75799,1050,110,1,1600,3,9500
72,75525,1114,110,1,1600,3,8950
78,75323,1050,86,1,1300,5,8450
79,75322,1115,110,1,1600,4,7995
78,75226,1035,110,0,1600,4,8750
71,75085,1035,86,0,1300,5,5950
73,75000,1075,110,0,1600,5,8500
69,75000,1000,86,1,1300,4,8950
69,75000,1000,86,1,1300,4,8750
78,74926,1075,110,1,1600,5,7600
80,74785,1070,110,1,1600,5,7145
69,74573,1085,110,1,1600,5,8450
75,74567,1015,86,1,1300,3,5950
80,74196,1075,110,0,1600,5,9000
80,74151,1050,110,1,1600,3,7250
75,74096,1050,110,1,1600,3,7400
79,74093,1075,110,1,1600,5,8800
71,74000,1050,110,0,1600,3,7750
75,74000,1015,86,1,1300,3,7500
78,73638,1015,86,1,1300,4,8450
75,73460,1070,110,1,1600,5,7400
80,73200,1070,110,1,1600,5,7500
76,73116,1075,110,1,1600,5,8950
70,73014,1075,110,1,1600,5,8950
77,72703,1050,110,1,1600,3,7950
79,72328,1075,110,1,1600,5,7950
78,72222,1070,110,1,1600,5,7950
71,72128,1100,107,1,1600,5,8950
78,72090,1070,110,1,1600,5,7750
78,72000,1035,110,1,1600,4,8250
78,72000,1055,110,0,1600,3,7950
77,71900,1015,86,1,1300,3,7750
77,71825,1075,110,0,1600,5,8500
80,71740,1070,110,1,1600,5,6950
80,71500,1035,110,1,1600,4,7500
79,71359,1050,110,1,1600,3,7750
79,71263,1015,86,0,1300,3,5950
78,71186,1050,110,0,1600,3,7500
72,71054,1045,86,0,1300,3,8950
76,71000,1050,110,1,1600,3,7950
80,70939,1100,110,1,1600,5,6900
77,70932,1050,110,1,1600,3,7450
80,70597,1080,107,1,1600,3,8500
73,70482,1075,110,1,1600,5,7500
77,70124,1050,110,1,1600,3,8750
76,70039,1050,110,1,1600,3,7500
80,69904,1070,110,0,1600,5,9950
75,69388,1010,86,0,1300,3,7950
75,69320,1070,110,1,1600,5,9950
78,69000,1075,110,1,1600,5,9250
73,68988,1035,86,1,1300,5,9250
79,68945,1085,110,1,1600,5,9950
74,68285,1050,110,1,1600,3,5950
76,68000,1075,110,1,1600,5,7995
70,68000,1045,86,1,1300,3,8950
75,67451,1000,86,1,1300,4,7450
76,67266,1035,86,1,1300,5,8250
78,67255,1085,110,0,1600,5,8500
70,67100,1075,110,1,1600,5,8500
69,67092,1115,72,1,2000,3,9400
80,66880,1055,110,1,1600,3,7250
79,66855,1075,110,1,1600,5,8950
80,66843,1075,110,1,1600,5,9450
74,66718,1050,110,1,1600,3,8500
80,66168,1015,86,1,1300,3,6750
80,65950,1070,110,0,1600,5,7400
78,65500,1015,86,1,1300,3,8950
80,65307,1055,110,1,1600,3,6900
79,65254,1015,86,1,1300,3,7750
71,65021,1115,72,1,2000,3,8950
75,65006,1015,86,1,1300,3,6950
77,64280,1035,110,0,1600,4,8495
75,64000,1085,107,0,1600,3,10000
71,64000,1070,110,1,1600,5,6999
80,64000,1055,110,0,1600,3,8950
79,63918,1035,110,0,1600,4,8500
75,63634,1035,110,1,1600,4,8750
80,63500,1050,110,1,1600,3,7499
80,63266,1035,110,1,1600,4,9000
77,62595,1050,110,1,1600,3,8950
80,62581,1075,110,0,1600,5,6950
77,62285,1075,110,1,1600,5,8500
77,61906,1065,86,1,1300,5,8450
74,61700,1070,110,0,1600,5,8950
77,61648,1070,110,1,1600,5,8250
75,61626,1035,86,0,1300,5,7950
70,61510,1035,110,0,1600,4,7450
79,61165,1080,107,1,1600,3,9000
70,61000,1035,110,1,1600,4,7150
76,60833,1035,110,1,1600,4,7750
70,60600,1060,86,0,1300,3,5845
72,60483,1075,110,1,1600,5,8500
80,60476,1114,110,1,1600,5,8250
79,60142,1050,110,0,1600,3,9450
69,60050,1050,110,1,1600,3,6750
77,60000,1050,110,1,1600,3,8400
76,60000,1050,110,0,1600,3,7900
76,59815,1055,110,1,1587,3,7950
80,59326,1085,110,1,1600,5,8750
73,59240,1050,110,1,1600,3,9900
71,59164,1035,110,0,1600,4,6495
70,59017,1080,107,1,1600,3,8250
69,58952,1050,110,1,1600,3,6900
74,58454,1015,86,1,1300,3,7500
75,58341,1030,86,1,1300,4,7950
80,58267,1070,110,1,1600,5,8250
80,58000,1055,110,0,1600,3,8950
70,57829,1050,110,0,1600,3,9750
80,57787,1015,86,0,1300,3,8250
78,57628,1075,110,0,1600,5,8900
75,57537,1050,86,1,1300,5,8950
76,57263,1050,110,1,1600,3,6750
75,57144,1070,110,1,1600,5,7950
69,57096,1025,86,1,1300,3,8600
80,57000,1000,86,0,1300,4,7750
73,56566,1050,110,1,1600,3,7800
73,56307,1050,110,1,1600,3,8750
79,56214,1015,86,0,1300,3,9500
74,56132,1035,110,0,1600,4,7750
79,55425,1075,110,0,1600,5,9950
77,54439,1015,86,1,1300,3,7750
69,53809,1050,110,1,1600,3,5950
76,53133,1070,110,1,1600,5,10950
77,52900,1075,110,1,1600,4,9450
80,52700,1050,110,0,1600,3,8250
69,52320,1070,110,0,1600,5,9750
78,52287,1114,110,0,1600,5,7450
75,52000,1075,110,0,1600,5,8750
69,52000,1050,110,1,1600,3,8750
73,52000,1065,110,1,1600,4,8500
70,51874,1000,86,0,1300,4,8950
79,49827,1035,86,1,1600,5,7500
69,49640,1035,110,1,1600,4,7250
80,49580,1035,110,1,1600,4,7450
76,49170,1045,86,0,1300,3,8750
77,48838,1070,110,0,1600,3,9800
71,48576,1015,86,1,1300,3,7500
75,48400,1075,110,1,1600,5,8950
74,48242,1035,86,1,1300,5,8950
70,47955,1070,110,1,1600,5,7450
71,47633,1075,110,1,1600,5,8950
78,47400,1040,86,1,1300,5,10500
73,47360,1010,86,0,1300,3,7000
77,45507,1050,110,1,1600,3,8500
76,45410,1035,86,1,1300,5,7750
70,44850,1050,110,1,1600,3,8950
69,44826,1075,110,0,1600,5,8250
80,44444,1070,110,1,1600,3,9250
75,43720,1070,110,1,1600,5,7900
78,43622,1000,86,1,1300,4,8500
76,43532,1070,110,0,1600,5,7950
69,42800,1050,110,1,1600,3,9950
74,42317,1100,107,1,1600,5,8750
80,42186,1050,110,1,1600,3,7500
72,42000,1050,110,1,1600,3,6950
79,40093,1114,110,0,1600,5,8950
79,39800,1080,107,0,1600,3,8750
73,39168,1015,86,0,1300,3,7750
75,38945,1050,110,1,1600,3,8450
76,36537,1075,110,0,1600,4,8150
78,36000,1045,86,0,1300,3,8500
78,36000,1050,110,1,1600,3,7600
80,35821,1015,86,0,1300,3,7950
73,34717,1015,86,0,1300,3,7750
80,34000,1000,86,1,1300,4,7950
78,30964,1080,110,0,1600,3,9950
71,29000,1045,86,1,1300,3,8950
72,26000,1015,86,0,1300,3,8450
78,24000,1065,86,1,1300,5,8950
80,23000,1015,86,0,1300,3,8450
69,20544,1025,86,1,1300,3,7500
72,19000,1015,86,0,1300,3,10845
71,17016,1015,86,0,1300,3,8500
70,16916,1015,86,1,1300,3,7250
76,1,1114,110,0,1600,5,6950
